,Unnamed: 0imdb_id,budget,imdb_idimdb_id,revenue,Unnamed: 0imdbID,Actors,Country,Director,Genre,IMDB Rating,IMDB Votes,Language,Production,Rated,Released,Runtime,Title,Year,imdb_idimdbID
573,573,9000000,tt4034228,75026965,573.0,"Min-hee Kim, Tae-ri Kim, Jung-woo Ha, Jin-woong Jo",South Korea,Chan-wook Park,"Crime, Drama, Mystery",8.1,"46,612","Korean, Japanese",,NOT RATED,1-Jun-16,144 min,The Handmaiden,2016.0,tt4016934
574,574,8575000,tt4016934,1983204,574.0,"Chris Hemsworth, Charlize Theron, Jessica Chastain, Emily Blunt",USA,Cedric Nicolas-Troyan,"Action, Adventure, Drama",6.1,"72,363",English,Universal Pictures,PG-13,22-Apr-16,114 min,The Huntsman: Winter's War,2016.0,tt2381991
575,575,115000000,tt2381991,164602163,575.0,"Anna Kendrick, Justin Timberlake, Zooey Deschanel, Christopher Mintz-Plasse",USA,"Mike Mitchell, Walt Dohrn(co-director)","Animation, Adventure, Comedy",6.5,"49,832",English,DreamWorks Animation,PG,4-Nov-16,92 min,Trolls,2016.0,tt1679335
576,576,125000000,tt1679335,346864462,576.0,"Tom Hanks, Felicity Jones, Omar Sy, Irrfan Khan","USA, Hungary",Ron Howard,"Action, Adventure, Crime",6.2,"112,184","English, French, Italian, Turkish",Sony Pictures,PG-13,28-Oct-16,121 min,Inferno,2016.0,tt3062096
577,577,75000000,tt3062096,220021259,577.0,"Charlie Hunnam, Robert Pattinson, Sienna Miller, Tom Holland",USA,James Gray,"Adventure, Biography, Drama",6.6,"40,823","English, Spanish, Portuguese, German",Amazon Studios/Bleecker Street Media,PG-13,21-Apr-17,141 min,The Lost City of Z,2016.0,tt1212428
578,578,30000000,tt1212428,8574339,578.0,"Art Parkinson, Charlize Theron, Ralph Fiennes, Brenda Vaccaro",USA,Travis Knight,"Animation, Adventure, Family",7.8,"83,281",English,Focus Features,PG,19-Aug-16,101 min,Kubo and the Two Strings,2016.0,tt4302938
579,579,60000000,tt4302938,69929545,579.0,"Ben Affleck, Anna Kendrick, J.K. Simmons, Jon Bernthal",USA,Gavin O'Connor,"Action, Crime, Drama",7.4,"190,918","English, Indonesian, French",Warner Bros. Pictures,R,14-Oct-16,128 min,The Accountant,2016.0,tt2140479
580,580,44000000,tt2140479,155160045,580.0,"Ben Affleck, Elle Fanning, Remo Girone, Brendan Gleeson",USA,Ben Affleck,"Action, Crime, Drama",6.4,"36,270","English, Spanish",Warner Bros. Pictures,R,13-Jan-17,129 min,Live by Night,2016.0,tt2361317
581,581,108000000,tt2361317,22678555,581.0,"Stephanie Beatriz, Robert Cardone, Neil deGrasse Tyson, Adam Devine",USA,"Mike Thurmeier, Galen T. Chu(co-director)","Animation, Adventure, Comedy",5.7,"39,070",English,20th Century Fox,PG,22-Jul-16,94 min,Ice Age: Collision Course,2016.0,tt3416828
582,582,105000000,tt3416828,408579038,582.0,"Hugh Jackman, Kate Winslet, Ian McKellen, Jean Reno","UK, USA","David Bowers, Sam Fell","Animation, Adventure, Comedy",6.6,"92,772",English,Paramount,PG,3-Nov-06,85 min,Flushed Away,2006.0,tt0424095
583,583,149000000,tt0424095,64459316,583.0,"Ren??e Zellweger, Ewan McGregor, Emily Watson, Barbara Flynn","UK, USA, Isle Of Man",Chris Noonan,"Biography, Drama",7.0,"25,184",English,MGM,PG,9-Mar-07,88 min,Miss Potter,2006.0,tt0482546
584,584,30000000,tt0482546,35078241,584.0,"Anna Faris, Regina Hall, Craig Bierko, Bill Pullman",USA,David Zucker,"Comedy, Horror",5.1,"100,013","English, Japanese",Weinstein Co.,PG-13,14-Apr-06,83 min,Scary Movie 4,2006.0,tt0362120
585,585,45000000,tt0362120,178262620,585.0,"Luke Wilson, Maya Rudolph, Dax Shepard, Terry Crews",USA,Mike Judge,"Adventure, Comedy, Sci-Fi",6.6,"118,899",English,20th Century Fox,R,25-Jan-07,84 min,Idiocracy,2006.0,tt0387808
586,586,30000000,tt0387808,495303,586.0,"Josh Lucas, Kurt Russell, Jacinda Barrett, Richard Dreyfuss",USA,Wolfgang Petersen,"Action, Adventure, Drama",5.6,"86,714","English, Spanish",Warner Bros. Pictures,PG-13,12-May-06,98 min,Poseidon,2006.0,tt0409182
587,587,160000000,tt0409182,181674817,587.0,"Sylvester Stallone, Burt Young, Antonio Tarver, Geraldine Hughes",USA,Sylvester Stallone,"Drama, Sport",7.2,"175,481","English, Spanish",MGM,PG,20-Dec-06,102 min,Rocky Balboa,2006.0,tt0479143
588,588,24000000,tt0479143,155721132,588.0,"James Franco, Scott Hazell, Mac McDonald, Philip Winchester","UK, USA",Tony Bill,"Action, Adventure, Drama",6.6,"37,387","English, French",MGM,PG-13,22-Sep-06,140 min,Flyboys,2006.0,tt0454824
589,589,60000000,tt0454824,17800000,589.0,"Rudy Youngblood, Dalia Hern??ndez, Jonathan Brewer, Morris Birdyellowhead",USA,Mel Gibson,"Action, Adventure, Drama",7.8,"253,635",Maya,Buena Vista,R,8-Dec-06,139 min,Apocalypto,2006.0,tt0472043
590,590,40000000,tt0472043,120175290,590.0,"Forest Whitaker, James McAvoy, Kerry Washington, Gillian Anderson","UK, Germany",Kevin Macdonald,"Biography, Drama, History",7.7,"155,673","English, French, German, Swahili",Fox Searchlight,R,19-Jan-07,123 min,The Last King of Scotland,2006.0,tt0455590
591,591,6000000,tt0455590,48027970,591.0,"Paul Walker, Cameron Bright, Vera Farmiga, Chazz Palminteri","Germany, USA",Wayne Kramer,"Action, Crime, Drama",7.4,"91,241","English, Russian, Spanish",New Line Cinema,R,24-Feb-06,122 min,Running Scared,2006.0,tt0404390
592,592,17000000,tt0404390,9500000,592.0,"Ryan Phillippe, Jesse Bradford, Adam Beach, John Benjamin Hickey",USA,Clint Eastwood,"Drama, History, War",7.1,"106,534",English,Paramount,R,20-Oct-06,135 min,Flags of our Fathers,2006.0,tt0418689
593,593,90000000,tt0418689,65900249,593.0,"Milla Jovovich, Cameron Bright, Nick Chinlund, Sebastien Andrieu",USA,Kurt Wimmer,"Action, Sci-Fi, Thriller",4.4,"73,466","English, Vietnamese",Sony Pictures,PG-13,3-Mar-06,88 min,Ultraviolet,2006.0,tt0370032
594,594,30000000,tt0370032,31070211,594.0,"Kate Winslet, Jennifer Connelly, Patrick Wilson, Jackie Earle Haley",USA,Todd Field,"Drama, Romance",7.6,"96,300",English,New Line Cinema,R,9-Feb-07,136 min,Little Children,2006.0,tt0404203
595,595,26000000,tt0404203,14821658,595.0,"Johnny Depp, Helena Bonham Carter, Alan Rickman, Timothy Spall","USA, UK",Tim Burton,"Drama, Horror, Musical",7.4,"302,620","English, Italian",DreamWorks/Paramount Studios,R,21-Dec-07,116 min,Sweeney Todd: The Demon Barber of Fleet Street,2007.0,tt0408236
596,596,50000000,tt0408236,152000000,596.0,"Nicolas Cage, Julianne Moore, Jessica Biel, Thomas Kretschmann",USA,Lee Tamahori,"Action, Sci-Fi, Thriller",6.2,"132,398","English, French, German, Serbian",Paramount Pictures,PG-13,27-Apr-07,96 min,Next,2007.0,tt0435705
597,597,70000000,tt0435705,76066841,597.0,"Rowan Atkinson, Steve Pemberton, Lily Atkinson, Preston Nyman","UK, France, Germany, USA",Steve Bendelack,"Comedy, Family",6.3,"96,494","English, French, Spanish, Russian",Universal Pictures,PG,24-Aug-07,90 min,Mr. Bean's Holiday,2007.0,tt0453451
598,598,25000000,tt0453451,229736344,598.0,"Jamie Foxx, Chris Cooper, Jennifer Garner, Jason Bateman","USA, Germany",Peter Berg,"Action, Drama, Thriller",7.1,"106,650","English, Arabic",Universal Pictures,R,28-Sep-07,110 min,The Kingdom,2007.0,tt0431197
599,599,70000000,tt0431197,86658558,599.0,"Sandra Bullock, Julian McMahon, Shyann McClure, Courtney Taylor Burness",USA,Mennan Yapo,"Drama, Mystery, Thriller",5.9,"65,528",English,Sony,PG-13,16-Mar-07,96 min,Premonition,2007.0,tt0477071
600,600,20000000,tt0477071,84146832,600.0,"Cliff Curtis, Chipo Chung, Cillian Murphy, Michelle Yeoh","UK, USA",Danny Boyle,"Adventure, Sci-Fi, Thriller",7.3,"205,211",English,,R,27-Jul-07,107 min,Sunshine,2007.0,tt0448134
601,601,50000000,tt0448134,32017803,601.0,"Baki Davrak, G??rsoy Gemec, Cengiz Daner, Tuncel Kurtiz","Germany, Turkey, Italy",Fatih Akin,Drama,7.9,"27,333","German, Turkish, English",Strand,UNRATED,27-Sep-07,122 min,The Edge of Heaven,2007.0,tt0880502
602,602,3800000,tt0880502,17804565,602.0,"Elisha Cuthbert, Daniel Gillies, Pruitt Taylor Vince, Michael Harney","USA, Russia",Roland Joff??,"Crime, Mystery, Thriller",4.7,"21,222",English,After Dark Films,R,13-Jul-07,96 min,Captivity,2007.0,tt0374563
603,603,17000000,tt0374563,2626800,603.0,"Russell Crowe, Christian Bale, Logan Lerman, Dallas Roberts",USA,James Mangold,"Adventure, Crime, Drama",7.7,"253,252","English, Chinese",Lionsgate Films,R,7-Sep-07,122 min,3:10 to Yuma,2007.0,tt0381849
604,604,55000000,tt0381849,70016220,604.0,"Saoirse Ronan, Ailidh Mackay, Brenda Blethyn, Julia West","UK, France, USA",Joe Wright,"Drama, Mystery, Romance",7.8,"208,318","English, French",Focus Features,R,11-Jan-08,123 min,Atonement,2007.0,tt0783233
605,605,30000000,tt0783233,129266061,605.0,"Tom Wilkinson, Michael O'Keefe, Sydney Pollack, Danielle Skraastad",USA,Tony Gilroy,"Crime, Drama, Thriller",7.3,"140,970",English,Warner Bros. Pictures,R,12-Oct-07,119 min,Michael Clayton,2007.0,tt0465538
606,606,25000000,tt0465538,92991835,606.0,"Eddie Murphy, Thandie Newton, Terry Crews, Clifton Powell",USA,Brian Robbins,"Comedy, Romance",4.0,"56,783",English,Dreamworks Distribution LLC,PG-13,9-Feb-07,102 min,Norbit,2007.0,tt0477051
607,607,60000000,tt0477051,95673607,607.0,"Tadanobu Asano, Honglei Sun, Khulan Chuluun, Aliya","Russia, Germany, Kazakhstan",Sergei Bodrov,"Adventure, Biography, Drama",7.3,"39,728","Mongolian, Mandarin",Picturehouse,R,4-Jul-08,126 min,Mongol: The Rise of Genghis Khan,2007.0,tt0416044
608,608,18000000,tt0416044,26527510,608.0,"Mickey Rourke, Marisa Tomei, Evan Rachel Wood, Mark Margolis","USA, France",Darren Aronofsky,"Drama, Sport",7.9,"264,445",English,Fox Searchlight Pictures,R,30-Jan-09,109 min,The Wrestler,2008.0,tt1125849
609,609,6000000,tt1125849,44703995,609.0,"Kelan Pannell, Janette Scott, Danny Huston, Simon Pegg",UK,Robert B. Weide,"Biography, Comedy, Drama",6.5,"63,476",English,MGM,R,3-Oct-08,110 min,How to Lose Friends & Alienate People,2008.0,tt0455538
610,610,27000000,tt0455538,17286299,610.0,"Donnie Yen, Simon Yam, Lynn Hung, Hiroyuki Ikeuchi","Hong Kong, China",Wilson Yip,"Action, Biography, Drama",8.1,"184,859","Cantonese, Mandarin, Japanese",Well Go USA,R,12-Dec-08,106 min,Ip Man,2008.0,tt1220719
611,611,11715578,tt1220719,21888598,611.0,"Anna Faris, Colin Hanks, Emma Stone, Kat Dennings",USA,Fred Wolf,"Comedy, Romance",5.5,"68,689",English,Sony Pictures/Columbia,PG-13,22-Aug-08,97 min,The House Bunny,2008.0,tt0852713
612,612,25000000,tt0852713,70442940,612.0,"Brian Kerwin, Charli Barcena, Peyton List, Jane Pfitsch",USA,Anne Fletcher,"Comedy, Romance",6.1,"133,738",English,20th Century Fox,PG-13,18-Jan-08,111 min,27 Dresses,2008.0,tt0988595
613,613,30000000,tt0988595,160259319,613.0,"Woody Harrelson, Emily Mortimer, Ben Kingsley, Kate Mara","UK, Germany, Spain, Lithuania",Brad Anderson,"Crime, Drama, Mystery",6.7,"45,016","English, Russian, Spanish, Chinese, French",First Look,R,5-Sep-08,111 min,Transsiberian,2008.0,tt0800241
614,614,15000000,tt0800241,5926410,614.0,"Robert Jauregui, Jeremy Irons, Timothy V. Murphy, Luce Rains",USA,Ed Harris,"Crime, Drama, Romance",6.8,"52,938","English, Apache languages, Spanish",Warner Bros. Pictures,R,3-Oct-08,115 min,Appaloosa,2008.0,tt0800308
615,615,20000000,tt0800308,20211394,615.0,"Michael Cera, Kat Dennings, Aaron Yoo, Rafi Gavron",USA,Peter Sollett,"Comedy, Drama, Music",6.7,"79,270",English,Sony Pictures/Screen Gems,PG-13,3-Oct-08,90 min,Nick and Norah's Infinite Playlist,2008.0,tt0981227
616,616,9000000,tt0981227,32973937,616.0,"Sean Penn, Emile Hirsch, Josh Brolin, Diego Luna",USA,Gus Van Sant,"Biography, Drama, History",7.6,"146,043",English,Focus Features,R,30-Jan-09,128 min,Milk,2008.0,tt1013753
617,617,20000000,tt1013753,54586584,617.0,"Meg Ryan, Annette Bening, Eva Mendes, Debra Messing",USA,Diane English,"Comedy, Drama",4.9,"17,838",English,Picturehouse Entertainment,PG-13,12-Sep-08,114 min,The Women,2008.0,tt0430770
618,618,16000000,tt0430770,50007546,618.0,"Bradley Cooper, Leslie Bibb, Brooke Shields, Vinnie Jones",USA,Ry?hei Kitamura,"Horror, Mystery",6.1,"51,680",English,Lionsgate Films,R,7-Aug-08,100 min,The Midnight Meat Train,2008.0,tt0805570
619,619,15000000,tt0805570,3533227,619.0,"Keanu Reeves, Forest Whitaker, Hugh Laurie, Chris Evans",USA,David Ayer,"Action, Crime, Drama",6.8,"98,723","English, Turkish",20th Century Fox/Regency Films,R,11-Apr-08,109 min,Street Kings,2008.0,tt0421073
620,620,20000000,tt0421073,65569869,620.0,"Owen Wilson, Jennifer Aniston, Eric Dane, Kathleen Turner",USA,David Frankel,"Comedy, Drama, Family",7.1,"126,309",English,20th Century Fox,PG,25-Dec-08,115 min,Marley & Me,2008.0,tt0822832
621,621,60000000,tt0822832,244082376,621.0,"Amy Poehler, Tina Fey, Greg Kinnear, Dax Shepard",USA,Michael McCullers,"Comedy, Romance",6.0,"36,057",English,Universal Pictures,PG-13,25-Apr-08,99 min,Baby Mama,2008.0,tt0871426
622,622,30000000,tt0871426,63833449,622.0,"Vin Diesel, Michelle Yeoh, M??lanie Thierry, Lambert Wilson",France,Mathieu Kassovitz,"Action, Adventure, Sci-Fi",5.6,"85,617","English, Russian",20th Century Fox,PG-13,29-Aug-08,90 min,Babylon A.D.,2008.0,tt0364970
623,623,70000000,tt0364970,72108608,623.0,"Kiefer Sutherland, Paula Patton, Cameron Boyce, Erica Gluck","USA, Romania, Germany",Alexandre Aja,"Horror, Mystery",6.2,"91,786",English,Buena Vista,R,15-Aug-08,110 min,Mirrors,2008.0,tt0790686
624,624,35000000,tt0790686,72436439,624.0,"John Travolta, Robin Williams, Kelly Preston, Conner Rayburn",USA,Walt Becker,"Comedy, Family",5.4,"32,660","English, Ukrainian",Walt Disney Pictures,PG,25-Nov-09,88 min,Old Dogs,2009.0,tt0976238
625,625,35000000,tt0976238,92219310,625.0,"Christian Bale, Christian Stolte, Jason Clarke, Johnny Depp","USA, Japan",Michael Mann,"Biography, Crime, Drama",7.0,"245,394",English,Universal Studios,R,1-Jul-09,140 min,Public Enemies,2009.0,tt1152836
626,626,80000000,tt1152836,214104620,626.0,"George Clooney, Ewan McGregor, Jeff Bridges, Kevin Spacey","USA, UK",Grant Heslov,"Comedy, War",6.2,"114,860","English, Arabic",Overture Films,R,6-Nov-09,94 min,The Men Who Stare at Goats,2009.0,tt1234548
627,627,24000000,tt1234548,68729358,627.0,"Michael Nyqvist, Noomi Rapace, Lena Endre, Annika Hallin","Sweden, Denmark, Germany",Daniel Alfredson,"Crime, Drama, Thriller",7.3,"57,343",Swedish,Music Box Films,R,12-Nov-10,147 min,The Girl Who Kicked the Hornet's Nest,2009.0,tt1343097
628,628,4000000,tt1343097,43498108,628.0,"Richard Gere, Don Cheadle, Ethan Hawke, Wesley Snipes",USA,Antoine Fuqua,"Crime, Drama, Thriller",6.7,"55,179",English,Overture Films,R,5-Mar-10,132 min,Brooklyn's Finest,2009.0,tt1210042
629,629,17000000,tt1210042,29536299,629.0,"Charlize Theron, Freddie Highmore, Ryan Stiles, Eugene Levy","Hong Kong, USA, Japan",David Bowers,"Animation, Action, Comedy",6.3,"27,882",English,Summit Entertainment,PG,23-Oct-09,94 min,Astro Boy,2009.0,tt0375568
630,630,65000000,tt0375568,44091067,630.0,"Sandra Bullock, Ryan Reynolds, Mary Steenburgen, Craig T. Nelson",USA,Anne Fletcher,"Comedy, Drama, Romance",6.7,"248,508",English,Walt Disney Pictures,PG-13,19-Jun-09,108 min,The Proposal,2009.0,tt1041829
631,631,40000000,tt1041829,317375031,631.0,"George Clooney, Meryl Streep, Jason Schwartzman, Bill Murray",USA,Wes Anderson,"Animation, Adventure, Comedy",7.8,"155,059","English, French",20th Century Fox,PG,25-Nov-09,87 min,Fantastic Mr. Fox,2009.0,tt0432283
632,632,40000000,tt0432283,46471023,632.0,"Joseph Gordon-Levitt, Zooey Deschanel, Geoffrey Arend, Chlo? Grace Moretz",USA,Marc Webb,"Comedy, Drama, Romance",7.7,"410,023","English, French, Swedish",Fox Searchlight Pictures,PG-13,7-Aug-09,95 min,500 Days of Summer,2009.0,tt1022603
633,633,7500000,tt1022603,60722734,633.0,"Harriet Minto-Day, Jay Laga'aia, Damien Garvey, Sahaj Dumpleton","Australia, USA","Michael Spierig, Peter Spierig","Action, Horror, Sci-Fi",6.5,"110,955",English,Lionsgate,R,8-Jan-10,98 min,Daybreakers,2009.0,tt0433362
634,634,20000000,tt0433362,51416464,634.0,"Isla Fisher, Hugh Dancy, Krysten Ritter, Joan Cusack",USA,P.J. Hogan,"Comedy, Family, Romance",5.9,"66,941","English, Finnish",Walt Disney Studios,PG,13-Feb-09,104 min,Confessions of a Shopaholic,2009.0,tt1093908
635,635,40000000,tt1093908,108332743,635.0,"Sandra Bullock, Tim McGraw, Quinton Aaron, Jae Head",USA,John Lee Hancock,"Biography, Drama, Sport",7.7,"243,318",English,Warner Bros. Pictures,PG-13,20-Nov-09,129 min,The Blind Side,2009.0,tt0878804
636,636,29000000,tt0878804,309208309,636.0,"Garret Dillahunt, Michael Bowen, Josh Coxx, Riki Lindhome",USA,Dennis Iliadis,"Crime, Horror, Thriller",6.6,"73,474",English,Rogue Pictures,R,13-Mar-09,110 min,The Last House on the Left,2009.0,tt0844708
637,637,15000000,tt0844708,32721635,637.0,"James Purefoy, Mark O'Neal, Robert Orr, Richard Ryan","Czech Republic, UK, France",Michael J. Bassett,"Action, Adventure, Fantasy",6.1,"62,378","English, Arabic",Radius-TWC,R,24-Aug-12,104 min,Solomon Kane,2009.0,tt0970452
638,638,45000000,tt0970452,7810000,638.0,"Jaden Smith, Jackie Chan, Taraji P. Henson, Wenwen Han","USA, China",Harald Zwart,"Action, Drama, Family",6.2,"132,626","English, Mandarin",Sony Pictures,PG,11-Jun-10,140 min,The Karate Kid,2010.0,tt1155076
639,639,40000000,tt1155076,357852395,639.0,"Ashton Kutcher, Katherine Heigl, Tom Selleck, Catherine O'Hara",USA,Robert Luketic,"Action, Comedy, Romance",5.4,"77,098",English,Lionsgate Films,PG-13,4-Jun-10,100 min,Killers,2010.0,tt1103153
640,640,75000000,tt1103153,98159963,640.0,"Adam Sandler, Kevin James, Chris Rock, David Spade",USA,Dennis Dugan,Comedy,6.0,"195,463","English, Spanish",Sony Pictures,PG-13,25-Jun-10,102 min,Grown Ups,2010.0,tt1375670
641,641,80000000,tt1375670,271430189,641.0,"Jackie Earle Haley, Kyle Gallner, Rooney Mara, Katie Cassidy",USA,Samuel Bayer,"Crime, Drama, Horror",5.2,"80,196",English,Warner Bros. Pictures,R,30-Apr-10,95 min,A Nightmare on Elm Street,2010.0,tt1179056
642,642,35000000,tt1179056,115664037,642.0,"Michael Fassbender, Andreas Wisniewski, Dave Legeno, Axelle Carolyn","UK, France, USA",Neil Marshall,"Action, Adventure, Drama",6.4,"69,536","English, Scottish Gaelic",Magnolia Pictures,R,30-Jul-10,97 min,Centurion,2010.0,tt1020558
643,643,12000000,tt1020558,6814789,643.0,"Katherine Heigl, Josh Duhamel, Josh Lucas, Alexis Clagett",USA,Greg Berlanti,"Comedy, Drama, Romance",6.6,"104,203",English,Warner Bros. Pictures,PG-13,8-Oct-10,114 min,Life as We Know It,2010.0,tt1055292
644,644,38000000,tt1055292,105610124,644.0,"Igal Naor, Said Faraj, Faycal Attougui, Aymen Hamdouchi","UK, France, Spain, USA",Paul Greengrass,"Action, Drama, Thriller",6.8,"116,485","English, Arabic",Universal Pictures,R,12-Mar-10,115 min,Green Zone,2010.0,tt0947810
645,645,100000000,tt0947810,94882889,645.0,"Chris Messina, Logan Marshall-Green, Jenny O'Hara, Bojana Novakovic",USA,John Erick Dowdle,"Horror, Mystery, Thriller",6.2,"112,792","English, Ukrainian, Spanish",Universal Pictures,PG-13,17-Sep-10,80 min,Devil,2010.0,tt1314655
646,646,10000000,tt1314655,33583175,646.0,"Ewan McGregor, Christopher Plummer, M??lanie Laurent, Goran Visnjic",USA,Mike Mills,"Comedy, Drama, Romance",7.2,"78,979","English, French",Focus Features,R,9-Jun-11,105 min,Beginners,2010.0,tt1532503
647,647,3200000,tt1532503,5332926,647.0,"Amy Adams, Matthew Goode, Adam Scott, John Lithgow","USA, Ireland",Anand Tucker,"Comedy, Romance",6.5,"77,901","English, Ukrainian",Universal Pictures/Spyglass,PG,8-Jan-10,100 min,Leap Year,2010.0,tt1216492
648,648,19000000,tt1216492,29922472,648.0,"Hayden Christensen, John Leguizamo, Thandie Newton, Jacob Latimore",USA,Brad Anderson,"Horror, Mystery, Thriller",4.9,"22,906",English,Magnet Releasing,R,5-Feb-11,92 min,Vanishing on 7th Street,2010.0,tt1452628
649,649,10000000,tt1452628,1068682,649.0,"Will Ferrell, Derek Jeter, Mark Wahlberg, Eva Mendes",USA,Adam McKay,"Action, Comedy, Crime",6.7,"204,429","English, Ukrainian",Columbia Pictures,PG-13,6-Aug-10,107 min,The Other Guys,2010.0,tt1386588
650,650,100000000,tt1386588,170432927,650.0,"Danny Trejo, Robert De Niro, Jessica Alba, Steven Seagal",USA,"Ethan Maniquis, Robert Rodriguez","Action, Crime, Thriller",6.6,"173,641","English, Spanish, Hungarian",20th Century Fox,R,3-Sep-10,105 min,Machete,2010.0,tt0985694
651,651,20000000,tt0985694,31327899,651.0,"Jack Black, Jason Segel, Emily Blunt, Amanda Peet",USA,Rob Letterman,"Adventure, Comedy, Family",4.9,"56,553",English,20th Century Fox,PG,25-Dec-10,85 min,Gulliver's Travels,2010.0,tt1320261
652,652,112000000,tt1320261,237382724,652.0,"John Cusack, Clark Duke, Craig Robinson, Rob Corddry",USA,Steve Pink,"Comedy, Sci-Fi",6.4,"145,792","English, Russian",MGM,R,26-Mar-10,101 min,Hot Tub Time Machine,2010.0,tt1231587
653,653,36000000,tt1231587,64572262,653.0,"Ewan McGregor, Jon Bernthal, Tim Preece, James Belushi","France, Germany, UK",Roman Polanski,"Drama, Mystery, Thriller",7.2,"139,964",English,Summit Entertainment,PG-13,19-Mar-10,128 min,The Ghost Writer,2010.0,tt1139328
654,654,45000000,tt1139328,60222298,654.0,"Zoe Saldana, Jordi Moll??, Lennie James, Amandla Stenberg",France,Olivier Megaton,"Action, Crime, Drama",6.4,"81,472","English, Spanish",Sony Pictures,PG-13,26-Aug-11,108 min,Colombiana,2011.0,tt1657507
